url地址	漏洞类型	漏洞名称	危险等级	内容
http://esycxx.cn/	RobotsInfo	Robots.txt站点文件	Low	http://esycxx.cn/robots.txt
http://gdlxx.org.cn/	XFrameOptions	X-Frame-Options Header未配置	Low	http://gdlxx.org.cn/
http://gadgzx.com/	XFrameOptions	X-Frame-Options Header未配置	Low	http://gadgzx.com/
http://ggdezx.org/	XFrameOptions	X-Frame-Options Header未配置	Low	http://ggdezx.org/
http://flyey.cn/	XFrameOptions	X-Frame-Options Header未配置	Low	http://flyey.cn/
http://61.183.86.11/portal/portal_mng/	CompressFile	压缩文件	Medium	portal_mng.tbz2
http://61.183.86.11/portal/search.jsp	BackupFile	文件备份	Medium	search.jsp.bck
http://61.183.86.11/portal/	SensitiveFile	敏感文件	Low	abc.aspx
http://61.183.86.11/portal/dwr/call/plaincall/YfPortalDWR.yfPortalArticleViewNum.dwr	CompressFile	压缩文件	Medium	YfPortalDWR.bzip2
http://wh81z.com/	XFrameOptions	X-Frame-Options Header未配置	Low	http://wh81z.com/
http://wh81z.com/	WebDAVEnable	允许WebDAV	Low	Web Server
http://wh81z.com/	CookieWithoutSecure	会话Cookie中缺少secure属性	Low	http://wh81z.com/
http://wh81z.com/	IisShortfname	IIS短文件名泄露	Low	http://wh81z.com/*~1*/a.aspx?aspxerrorpath=/
http://wh81z.com/html/	RobotsInfo	Robots.txt站点文件	Low	http://wh81z.com/html/robots.txt
http://wh81z.com/html/Template/Default/Skin/html/	CompressFile	压缩文件	Medium	html.gzip
http://ghlxx.com/	XFrameOptions	X-Frame-Options Header未配置	Low	http://ghlxx.com/
http://ghlxx.com/	WebDAVEnable	允许WebDAV	Low	Web Server
http://ghlxx.com/	IisShortfname	IIS短文件名泄露	Low	http://ghlxx.com/*~1*/a.aspx?aspxerrorpath=/
http://ghlxx.com/templets/heasy/banner/jquery-1.8.0.min.js	JqueryXss	jQuery跨站脚本	Low	jQuery Ver : jquery-1.8.0.min.js
http://aljfl.cn/	XFrameOptions	X-Frame-Options Header未配置	Low	http://aljfl.cn/
http://aljfl.cn/	WebDAVEnable	允许WebDAV	Low	Web Server
http://aljfl.cn/	RobotsInfo	Robots.txt站点文件	Low	http://aljfl.cn/robots.txt
http://aljfl.cn/	IisShortfname	IIS短文件名泄露	Low	http://aljfl.cn/*~1*/a.aspx?aspxerrorpath=/
http://aljfl.cn/templets/yan/style/NSW_DetailsPro.js	JqueryXss	jQuery跨站脚本	Low	jQuery Ver : 1.7.2
http://202.103.36.103/	XFrameOptions	X-Frame-Options Header未配置	Low	http://202.103.36.103/
http://df61xx.com/	XFrameOptions	X-Frame-Options Header未配置	Low	http://df61xx.com/
http://essyz.com/	XFrameOptions	X-Frame-Options Header未配置	Low	http://essyz.com/
http://essyzx.com/	XFrameOptions	X-Frame-Options Header未配置	Low	http://essyzx.com/
http://essyzx.com/pub/jquery.js	JqueryXss	jQuery跨站脚本	Low	jQuery Ver : 1.4.4
http://ycgfkj.com/	XFrameOptions	X-Frame-Options Header未配置	Low	http://ycgfkj.com/
http://ycgfkj.com/	RobotsInfo	Robots.txt站点文件	Low	http://ycgfkj.com/robots.txt
http://wheqx.cn/	Iis78PathDisclosure	IIS错误页面路径泄露	Low	http://wheqx.cn/_Anonymous/_This/_Path/_Is/_NotExist/
http://wheqx.cn/	XFrameOptions	X-Frame-Options Header未配置	Low	http://wheqx.cn/
http://dysyzx.cn/	XFrameOptions	X-Frame-Options Header未配置	Low	http://dysyzx.cn/
http://dysyzx.cn/Scripts/jquery-1.7.2.js	JqueryXss	jQuery跨站脚本	Low	jQuery Ver : jquery-1.7.2.js
http://dysyzx.cn/	WebDAVEnable	允许WebDAV	Low	Web Server
http://dysyzx.cn/	CookieWithoutSecure	会话Cookie中缺少secure属性	Low	http://dysyzx.cn/
http://dysyzx.cn/	DebugAspx	ASP.NET允许文件调试	Low	http://dysyzx.cn/anonymous.aspx
http://dysyzx.cn/	IisShortfname	IIS短文件名泄露	Low	http://dysyzx.cn/*~1*/a.aspx?aspxerrorpath=/
http://dysyzx.cn/	WebApplicationError	Web应用程序错误	Low	HTTP CODE : 500
http://dysyzx.cn/Scripts/	DebugAspx	ASP.NET允许文件调试	Low	http://dysyzx.cn/Scripts/anonymous.aspx
http://dysyzx.cn/Styles/	DebugAspx	ASP.NET允许文件调试	Low	http://dysyzx.cn/Styles/anonymous.aspx
http://dysyzx.cn/images/	DebugAspx	ASP.NET允许文件调试	Low	http://dysyzx.cn/images/anonymous.aspx
http://dysyzx.cn/html/20190228/	DebugAspx	ASP.NET允许文件调试	Low	http://dysyzx.cn/html/20190228/anonymous.aspx
http://dysyzx.cn/html/	DebugAspx	ASP.NET允许文件调试	Low	http://dysyzx.cn/html/anonymous.aspx
http://dysyzx.cn/Videos/flvplayer/	DebugAspx	ASP.NET允许文件调试	Low	http://dysyzx.cn/Videos/flvplayer/anonymous.aspx
http://dysyzx.cn/Videos/	DebugAspx	ASP.NET允许文件调试	Low	http://dysyzx.cn/Videos/anonymous.aspx
http://dysyzx.cn/DataSearch/	DebugAspx	ASP.NET允许文件调试	Low	http://dysyzx.cn/DataSearch/anonymous.aspx
http://dysyzx.cn/upload/images/20190228/	DebugAspx	ASP.NET允许文件调试	Low	http://dysyzx.cn/upload/images/20190228/anonymous.aspx
http://dysyzx.cn/upload/images/	DebugAspx	ASP.NET允许文件调试	Low	http://dysyzx.cn/upload/images/anonymous.aspx
http://dysyzx.cn/upload/	DebugAspx	ASP.NET允许文件调试	Low	http://dysyzx.cn/upload/anonymous.aspx
http://dysyzx.cn//upload/images/20190408/	DebugAspx	ASP.NET允许文件调试	Low	http://dysyzx.cn//upload/images/20190408/anonymous.aspx
http://dysyzx.cn//upload/images/	DebugAspx	ASP.NET允许文件调试	Low	http://dysyzx.cn//upload/images/anonymous.aspx
http://dysyzx.cn//upload/	DebugAspx	ASP.NET允许文件调试	Low	http://dysyzx.cn//upload/anonymous.aspx
http://dysyzx.cn//	DebugAspx	ASP.NET允许文件调试	Low	http://dysyzx.cn//anonymous.aspx
http://dysyzx.cn/AppCls/	DebugAspx	ASP.NET允许文件调试	Low	http://dysyzx.cn/AppCls/anonymous.aspx
http://dysyzx.cn/Partial/	DebugAspx	ASP.NET允许文件调试	Low	http://dysyzx.cn/Partial/anonymous.aspx
http://dysyzx.cn/upload/userfiles/images/20190228/	DebugAspx	ASP.NET允许文件调试	Low	http://dysyzx.cn/upload/userfiles/images/20190228/anonymous.aspx
http://dysyzx.cn/upload/userfiles/images/	DebugAspx	ASP.NET允许文件调试	Low	http://dysyzx.cn/upload/userfiles/images/anonymous.aspx
http://dysyzx.cn/upload/userfiles/	DebugAspx	ASP.NET允许文件调试	Low	http://dysyzx.cn/upload/userfiles/anonymous.aspx
http://dysyzx.cn//images/	DebugAspx	ASP.NET允许文件调试	Low	http://dysyzx.cn//images/anonymous.aspx
http://119.36.87.113/	XFrameOptions	X-Frame-Options Header未配置	Low	http://119.36.87.113/
http://119.36.87.113/webAuth/scripts/jquery-1.8.2.min.js	JqueryXss	jQuery跨站脚本	Low	jQuery Ver : jquery-1.8.2.min.js
http://119.36.87.113/user/user.htm	WebApplicationError	Web应用程序错误	Low	HTTP CODE : 500
http://byltxx.com/	XFrameOptions	X-Frame-Options Header未配置	Low	http://byltxx.com/
http://whjxsygz.com/	CookieWithoutHttponly	会话Cookie中缺少HttpOnly属性	Low	http://whjxsygz.com/
http://whjxsygz.com/	XFrameOptions	X-Frame-Options Header未配置	Low	http://whjxsygz.com/
http://whjxsygz.com/	CookieWithoutSecure	会话Cookie中缺少secure属性	Low	http://whjxsygz.com/
http://whjxsygz.com/	LoginWithHttp	基于HTTP连接的登录请求	Low	http://whjxsygz.com/
http://whjxsygz.com/templets/default/style/jquery-1.4a2.min.js	JqueryXss	jQuery跨站脚本	Low	jQuery Ver : jquery-1.4a2.min.js
http://whjxsygz.com/	WebDAVEnable	允许WebDAV	Low	Web Server
http://whjxsygz.com/	IisShortfname	IIS短文件名泄露	Low	http://whjxsygz.com/*~1*/a.aspx?aspxerrorpath=/
http://whjxsygz.com/templets/default/style/nzcms_top.css	HttpsysRce	Http.sys远程代码执行	Critical	http://whjxsygz.com/templets/default/style/nzcms_top.css
http://whjxsygz.com/	RobotsInfo	Robots.txt站点文件	Low	http://whjxsygz.com/robots.txt
http://whjxsygz.com/templets/default/{dede:global.cfg_templets_skin/}/style/jquery-1.4a2.min.js	JqueryXss	jQuery跨站脚本	Low	jQuery Ver : jquery-1.4a2.min.js
http://whjxsygz.com/templets/default/%7Bdede:global.cfg_templets_skin/%7D/style/jquery-1.4a2.min.js	JqueryXss	jQuery跨站脚本	Low	jQuery Ver : jquery-1.4a2.min.js
http://epyey.com/	XFrameOptions	X-Frame-Options Header未配置	Low	http://epyey.com/
http://epyey.com/adminep/Login.asp	LoginWithHttp	基于HTTP连接的登录请求	Low	http://epyey.com/adminep/Login.asp
http://xtstcxx.com/Templates/lxs/js/jquery1.4.2.js	JqueryXss	jQuery跨站脚本	Low	jQuery Ver : 1.4.2
http://xtstcxx.com/inc/AspCms_Visits.asp?id=743	WebApplicationError	Web应用程序错误	Low	HTTP CODE : 500
http://gzc.scuec.edu.cn/AssertMgt/	IisShortfname	IIS短文件名泄露	Low	http://gzc.scuec.edu.cn/AssertMgt/*~1*/a.aspx?aspxerrorpath=/
http://wsysky.com/	XFrameOptions	X-Frame-Options Header未配置	Low	http://wsysky.com/
http://119.36.214.136/	XFrameOptions	X-Frame-Options Header未配置	Low	http://119.36.214.136/
http://119.36.214.136/logo/	Xss	跨站脚本	High	{ID_INJECTION_MODE}:filename ,{PARAM}:filename ,{ID_PAYLOAD}:"><script>alert(07535)</script>
http://119.36.214.136/style/standard/images/	Xss	跨站脚本	High	{ID_INJECTION_MODE}:filename ,{PARAM}:filename ,{ID_PAYLOAD}:"><script>alert(87843)</script>
http://119.36.214.136/style/base/	Xss	跨站脚本	High	{ID_INJECTION_MODE}:filename ,{PARAM}:filename ,{ID_PAYLOAD}:"><script>alert(16019)</script>
http://119.36.214.136/style/standard/	CompressFile	压缩文件	Medium	standard.gz
http://119.36.214.136/style/	BackupFile	文件备份	Medium	style.old
http://119.36.214.136/style/	CompressFile	压缩文件	Medium	style.bz
http://119.36.214.136/logo/	BackupFile	文件备份	Medium	logo.bac
http://119.36.214.136/style/base/	BackupFile	文件备份	Medium	base.arc
http://119.36.214.136/style/base/	CompressFile	压缩文件	Medium	base.001
http://119.36.214.136/logo/	CompressFile	压缩文件	Medium	logo.7z
http://119.36.87.156/	XFrameOptions	X-Frame-Options Header未配置	Low	http://119.36.87.156/
http://119.36.87.156/webAuth/scripts/jquery-1.8.2.min.js	JqueryXss	jQuery跨站脚本	Low	jQuery Ver : jquery-1.8.2.min.js
http://whslzzx.com/	WebApplicationError	Web应用程序错误	Low	HTTP CODE : 500
http://whslzzx.com/	CookieWithoutSecure	会话Cookie中缺少secure属性	Low	http://whslzzx.com/
http://whslzzx.com/templates/lizhischool/style/style.css	Iis78PathDisclosure	IIS错误页面路径泄露	Low	http://whslzzx.com/templates/lizhischool/style/style.css_Anonymous/_This/_Path/_Is/_NotExist/
http://ezsedu.cn/	XFrameOptions	X-Frame-Options Header未配置	Low	http://ezsedu.cn/
http://ezsedu.cn/	InsecureClientaccesspolicy	不安全的clientaccesspolicy.xml文件	Medium	http://ezsedu.cn/clientaccesspolicy.xml
http://alydzx.cn/Templates/zt2019/public/js/jQuery1.7.2.js	JqueryXss	jQuery跨站脚本	Low	jQuery Ver : 1.8.0
http://119.36.87.114/	XFrameOptions	X-Frame-Options Header未配置	Low	http://119.36.87.114/
http://119.36.87.114/webAuth/scripts/jquery-1.8.2.min.js	JqueryXss	jQuery跨站脚本	Low	jQuery Ver : jquery-1.8.2.min.js
http://119.36.87.114/user/user.htm	WebApplicationError	Web应用程序错误	Low	HTTP CODE : 500
http://ycoyx.com/	XFrameOptions	X-Frame-Options Header未配置	Low	http://ycoyx.com/
http://ycoyx.com/	WebDAVEnable	允许WebDAV	Low	Web Server
http://ycoyx.com/MSchool/	IisShortfname	IIS短文件名泄露	Low	http://ycoyx.com/MSchool/*~1*/a.aspx?aspxerrorpath=/
http://ycoyx.com/MSchool/news_cx.asp	WebApplicationError	Web应用程序错误	Low	HTTP CODE : 500
http://ycoyx.com/MSchool/image/in_photo01_jquery.js	JqueryXss	jQuery跨站脚本	Low	jQuery Ver : 1.4.2
http://ycoyx.com/MSchool/image/in_photo01_jquery-1.js	JqueryXss	jQuery跨站脚本	Low	jQuery Ver : 1.4.3
http://ycoyx.com/HSchool/image/in_photo01_jquery.js	JqueryXss	jQuery跨站脚本	Low	jQuery Ver : 1.4.2
http://ycoyx.com/HSchool/image/in_photo01_jquery-1.js	JqueryXss	jQuery跨站脚本	Low	jQuery Ver : 1.4.3
http://ci123.com/	XFrameOptions	X-Frame-Options Header未配置	Low	http://ci123.com/
http://ezu.net.cn/	XFrameOptions	X-Frame-Options Header未配置	Low	http://ezu.net.cn/
http://ezu.net.cn/	RobotsInfo	Robots.txt站点文件	Low	http://ezu.net.cn/robots.txt
http://yyhs.net/	XFrameOptions	X-Frame-Options Header未配置	Low	http://yyhs.net/
http://yyhs.net/	TraceHttp	允许TRACE方法	Medium	http://yyhs.net/
http://yyhs.net/syzx_img/jquery-1.8.3.min.js	JqueryXss	jQuery跨站脚本	Low	jQuery Ver : jquery-1.8.3.min.js
http://yyhs.net/guestbook.php	Xss	跨站脚本	High	{ID_INJECTION_MODE}:filename ,{PARAM}:filename ,{ID_PAYLOAD}:"><script>alert(36555)</script>
http://yyhs.net/vote.php	Xss	跨站脚本	High	{ID_INJECTION_MODE}:filename ,{PARAM}:filename ,{ID_PAYLOAD}:"><script>alert(47525)</script>
http://yyhs.net/zkzs.php	Xss	跨站脚本	High	{ID_INJECTION_MODE}:filename ,{PARAM}:filename ,{ID_PAYLOAD}:"><script>alert(17131)</script>
http://yyhs.net/yyhsadmin	HostHeaderAttack	Host头攻击	Low	evilhost542790a4.com
http://yyhs.net/cs/	DirectoryList	目录浏览	Low	http://yyhs.net/cs/
http://yyhs.net/show_guestbook.php	Xss	跨站脚本	High	{ID_INJECTION_MODE}:filename ,{PARAM}:filename ,{ID_PAYLOAD}:'><script>prompt(93508)</script>
http://yyhs.net/ad/fd/css/	DirectoryList	目录浏览	Low	http://yyhs.net/ad/fd/css/
http://yyhs.net/ad/fd/	DirectoryList	目录浏览	Low	http://yyhs.net/ad/fd/
http://yyhs.net/show_guestbook.php?nid=317	BlindSqlInjection	SQL盲注	Critical	{PARAM}:nid {INJ_TYPE}:{INJTYPE_CHAR} {DB_TYPE}:MySQL
http://yyhs.net/show_guestbook.php?nid=317	Xss	跨站脚本	High	{ID_INJECTION_MODE}:param_name ,{PARAM}:317 ,{ID_PAYLOAD}:'><script>prompt(23058)</script>
http://yyhs.net/ad/	DirectoryList	目录浏览	Low	http://yyhs.net/ad/
http://yyhs.net/lm1.php?cid=13	BlindSqlInjection	SQL盲注	Critical	{PARAM}:cid {INJ_TYPE}:{INJTYPE_CHAR} {DB_TYPE}:MySQL
http://yyhs.net/show.php?nid=189589&cid=46	BlindSqlInjection	SQL盲注	Critical	{PARAM}:cid {INJ_TYPE}:{INJTYPE_CHAR} {DB_TYPE}:MySQL
http://yyhs.net/show_guestbook.php?nid=317	SqlinjectionUnion	Union SQL注入	Critical	{PARAM}:nid,{DB_TYPE}:
http://yyhs.net/lm.php?cid=4	BlindSqlInjection	SQL盲注	Critical	{PARAM}:cid {INJ_TYPE}:{INJTYPE_CHAR} {DB_TYPE}:MySQL
http://yyhs.net/index_photo/2/jquery.js	JqueryXss	jQuery跨站脚本	Low	jQuery Ver : 1.4.2
http://yyhs.net/syzx_img/	DirectoryList	目录浏览	Low	http://yyhs.net/syzx_img/
http://yyhs.net/ueditor/third-party/video-js/	DirectoryList	目录浏览	Low	http://yyhs.net/ueditor/third-party/video-js/
http://yyhs.net/lm1.php?cid=13	SqlinjectionUnion	Union SQL注入	Critical	{PARAM}:cid,{DB_TYPE}:
http://yyhs.net/ueditor/third-party/	DirectoryList	目录浏览	Low	http://yyhs.net/ueditor/third-party/
http://yyhs.net/ueditor/	DirectoryList	目录浏览	Low	http://yyhs.net/ueditor/
http://yyhs.net/js/	DirectoryList	目录浏览	Low	http://yyhs.net/js/
http://yyhs.net/images/	DirectoryList	目录浏览	Low	http://yyhs.net/images/
http://yyhs.net/jsml_list.php?id=66	BlindSqlInjection	SQL盲注	Critical	{PARAM}:id {INJ_TYPE}:{INJTYPE_CHAR} {DB_TYPE}:MySQL
http://yyhs.net/show_picture.php?nid=342&cid=21	BlindSqlInjection	SQL盲注	Critical	{PARAM}:nid {INJ_TYPE}:{INJTYPE_CHAR} {DB_TYPE}:MySQL
http://yyhs.net/post_vote.php	FrameInj	框架注入	High	{PARAM}:url=/vote.php, {ID_PAYLOAD}: #*/-->'");></iframe></script></style></title></textarea><iframe src=http://www.anonymous.com>
http://yyhs.net/post_vote.php	LinkInj	链接注入	High	{PARAM}:url=/vote.php, {ID_PAYLOAD}: */-->'");></iframe></script></style></title></textarea><a href='1.htm'>Link_Injecting</a>
http://yyhs.net/post_vote.php	Xss	跨站脚本	High	{ID_INJECTION_MODE}:param ,{PARAM}:url ,{ID_PAYLOAD}:'><script>alert(49029)</script>
http://yyhs.net/ad/dl/js/	DirectoryList	目录浏览	Low	http://yyhs.net/ad/dl/js/
http://yyhs.net/	SensitiveFile	敏感文件	Low	phpinfo.php
http://yyhs.net/ad/dl/	DirectoryList	目录浏览	Low	http://yyhs.net/ad/dl/
http://yyhs.net/post_vote.php	TimebasedBlindInjection	基于时间的SQL盲注	Critical	{PARAM}: v_id, {TIME}: 13.088711
http://yyhs.net/show.php?nid=3433	BlindSqlInjection	SQL盲注	Critical	{PARAM}:nid {INJ_TYPE}:{INJTYPE_CHAR} {DB_TYPE}:MySQL
http://yyhs.net/upload_files/zt/	DirectoryList	目录浏览	Low	http://yyhs.net/upload_files/zt/
http://yyhs.net/show.php?nid=3433	TimebasedBlindInjection	基于时间的SQL盲注	Critical	{PARAM}: nid, {TIME}: 27.055934
http://yyhs.net/lm_flv_more.php?cid=21	BlindSqlInjection	SQL盲注	Critical	{PARAM}:cid {INJ_TYPE}:{INJTYPE_CHAR} {DB_TYPE}:MySQL
http://yyhs.net/show_flv.php?v_id=20&cid=21	BlindSqlInjection	SQL盲注	Critical	{PARAM}:v_id {INJ_TYPE}:{INJTYPE_CHAR} {DB_TYPE}:MySQL
http://yyhs.net/upload_files/	DirectoryList	目录浏览	Low	http://yyhs.net/upload_files/
http://yyhs.net/show.php?nid=3433	SqlinjectionUnion	Union SQL注入	Critical	{PARAM}:nid,{DB_TYPE}:
http://yyhs.net/lm_flv_more.php?cid=21	SqlinjectionUnion	Union SQL注入	Critical	{PARAM}:cid,{DB_TYPE}:
http://yyhs.net/show_guestbook.php?page=1	Xss	跨站脚本	High	{ID_INJECTION_MODE}:filename ,{PARAM}:filename ,{ID_PAYLOAD}:'><script>prompt(55872)</script>
http://yyhs.net/index_city.php?bigname=1	SqlinjectionUnion	Union SQL注入	Critical	{PARAM}:bigname,{DB_TYPE}:
http://yyhs.net/gkqx.php	BlindSqlInjection	SQL盲注	Critical	{PARAM}:cz {INJ_TYPE}:{INJTYPE_SEARCH} {DB_TYPE}:MySQL
http://yyhs.net/include/	DirectoryList	目录浏览	Low	http://yyhs.net/include/
http://yyhs.net/gkqx.php	SqlinjectionUnion	Union SQL注入	Critical	{PARAM}:cz,{DB_TYPE}:
http://yyhs.net/index_city.php?bigname=1	BlindSqlInjection	SQL盲注	Critical	{PARAM}:bigname {INJ_TYPE}:{INJTYPE_CHAR} {DB_TYPE}:MySQL {DB_NAME}: yyhs {DB_USER}: syzgl@localhost
http://yyhs.net/ad/fd/images/	DirectoryList	目录浏览	Low	http://yyhs.net/ad/fd/images/
http://yyhs.net/ad/fd/js/	DirectoryList	目录浏览	Low	http://yyhs.net/ad/fd/js/
http://yyhs.net/ueditor/third-party/video-js/font/	DirectoryList	目录浏览	Low	http://yyhs.net/ueditor/third-party/video-js/font/
http://yyhs.net/index_photo/css/	DirectoryList	目录浏览	Low	http://yyhs.net/index_photo/css/
http://yyhs.net/index_photo/js/	DirectoryList	目录浏览	Low	http://yyhs.net/index_photo/js/
http://yyhs.net/syzx_img/b/	DirectoryList	目录浏览	Low	http://yyhs.net/syzx_img/b/
http://yyhs.net/syzx_img/jquery_czxx.js	JqueryXss	jQuery跨站脚本	Low	jQuery Ver : 1.3.2
http://yyhs.net/ueditor/dialogs/	DirectoryList	目录浏览	Low	http://yyhs.net/ueditor/dialogs/
http://yyhs.net/ueditor/lang/	DirectoryList	目录浏览	Low	http://yyhs.net/ueditor/lang/
http://yyhs.net/ueditor/php/	DirectoryList	目录浏览	Low	http://yyhs.net/ueditor/php/
http://yyhs.net/ueditor/themes/	DirectoryList	目录浏览	Low	http://yyhs.net/ueditor/themes/
http://yyhs.net/ueditor/third-party/SyntaxHighlighter/	DirectoryList	目录浏览	Low	http://yyhs.net/ueditor/third-party/SyntaxHighlighter/
http://yyhs.net/ueditor/third-party/codemirror/	DirectoryList	目录浏览	Low	http://yyhs.net/ueditor/third-party/codemirror/
http://yyhs.net/ueditor/third-party/highcharts/	DirectoryList	目录浏览	Low	http://yyhs.net/ueditor/third-party/highcharts/
http://yyhs.net/ueditor/third-party/snapscreen/	DirectoryList	目录浏览	Low	http://yyhs.net/ueditor/third-party/snapscreen/
http://yyhs.net/ueditor/third-party/webuploader/	DirectoryList	目录浏览	Low	http://yyhs.net/ueditor/third-party/webuploader/
http://yyhs.net/ueditor/third-party/zeroclipboard/	DirectoryList	目录浏览	Low	http://yyhs.net/ueditor/third-party/zeroclipboard/
http://yyhs.net/js/jquery/	DirectoryList	目录浏览	Low	http://yyhs.net/js/jquery/
http://yyhs.net/js/jquery-1.8.3.min.js	JqueryXss	jQuery跨站脚本	Low	jQuery Ver : jquery-1.8.3.min.js
http://yyhs.net/js/min/	DirectoryList	目录浏览	Low	http://yyhs.net/js/min/
http://yyhs.net/upload_files/image/20181129/	DirectoryList	目录浏览	Low	http://yyhs.net/upload_files/image/20181129/
http://yyhs.net/upload_files/image/	DirectoryList	目录浏览	Low	http://yyhs.net/upload_files/image/
http://yyhs.net/oldupload/200607/	DirectoryList	目录浏览	Low	http://yyhs.net/oldupload/200607/
http://yyhs.net/oldupload/	DirectoryList	目录浏览	Low	http://yyhs.net/oldupload/
http://yyhs.net/yyhsadmin/Public/login.php	LoginWithHttp	基于HTTP连接的登录请求	Low	http://yyhs.net/yyhsadmin/Public/login.php
http://yyhs.net/yyhsadmin/assets/js/jquery-1.8.1.min.js	JqueryXss	jQuery跨站脚本	Low	jQuery Ver : jquery-1.8.1.min.js
http://yyhs.net/yyhsadmin/Images/jquery-1.7.2.min.js	JqueryXss	jQuery跨站脚本	Low	jQuery Ver : jquery-1.7.2.min.js
http://yyhs.net/ad/fd/js/jquery-1.7.2.min.js	JqueryXss	jQuery跨站脚本	Low	jQuery Ver : jquery-1.7.2.min.js
http://yyhs.net/ckeditor/	DirectoryList	目录浏览	Low	http://yyhs.net/ckeditor/
http://yyhs.net/ueditor/dialogs/anchor/	DirectoryList	目录浏览	Low	http://yyhs.net/ueditor/dialogs/anchor/
http://yyhs.net/ueditor/dialogs/attachment/	DirectoryList	目录浏览	Low	http://yyhs.net/ueditor/dialogs/attachment/
http://yyhs.net/ueditor/dialogs/background/	DirectoryList	目录浏览	Low	http://yyhs.net/ueditor/dialogs/background/
http://yyhs.net/ueditor/dialogs/charts/	DirectoryList	目录浏览	Low	http://yyhs.net/ueditor/dialogs/charts/
http://yyhs.net/ueditor/dialogs/emotion/	DirectoryList	目录浏览	Low	http://yyhs.net/ueditor/dialogs/emotion/
http://yyhs.net/ueditor/dialogs/gmap/	DirectoryList	目录浏览	Low	http://yyhs.net/ueditor/dialogs/gmap/
http://yyhs.net/ueditor/dialogs/help/	DirectoryList	目录浏览	Low	http://yyhs.net/ueditor/dialogs/help/
http://yyhs.net/ueditor/dialogs/image/	DirectoryList	目录浏览	Low	http://yyhs.net/ueditor/dialogs/image/
http://yyhs.net/ueditor/dialogs/insertframe/	DirectoryList	目录浏览	Low	http://yyhs.net/ueditor/dialogs/insertframe/
http://yyhs.net/ueditor/dialogs/link/	DirectoryList	目录浏览	Low	http://yyhs.net/ueditor/dialogs/link/
http://yyhs.net/ueditor/dialogs/map/	DirectoryList	目录浏览	Low	http://yyhs.net/ueditor/dialogs/map/
http://yyhs.net/ueditor/dialogs/music/	DirectoryList	目录浏览	Low	http://yyhs.net/ueditor/dialogs/music/
http://yyhs.net/ueditor/dialogs/preview/	DirectoryList	目录浏览	Low	http://yyhs.net/ueditor/dialogs/preview/
http://yyhs.net/ueditor/dialogs/scrawl/	DirectoryList	目录浏览	Low	http://yyhs.net/ueditor/dialogs/scrawl/
http://yyhs.net/ueditor/dialogs/searchreplace/	DirectoryList	目录浏览	Low	http://yyhs.net/ueditor/dialogs/searchreplace/
http://yyhs.net/ueditor/dialogs/snapscreen/	DirectoryList	目录浏览	Low	http://yyhs.net/ueditor/dialogs/snapscreen/
http://yyhs.net/ueditor/dialogs/spechars/	DirectoryList	目录浏览	Low	http://yyhs.net/ueditor/dialogs/spechars/
http://yyhs.net/ueditor/dialogs/table/	DirectoryList	目录浏览	Low	http://yyhs.net/ueditor/dialogs/table/
http://yyhs.net/ueditor/dialogs/template/	DirectoryList	目录浏览	Low	http://yyhs.net/ueditor/dialogs/template/
http://yyhs.net/ueditor/dialogs/video/	DirectoryList	目录浏览	Low	http://yyhs.net/ueditor/dialogs/video/
http://yyhs.net/ueditor/dialogs/webapp/	DirectoryList	目录浏览	Low	http://yyhs.net/ueditor/dialogs/webapp/
http://yyhs.net/ueditor/dialogs/wordimage/	DirectoryList	目录浏览	Low	http://yyhs.net/ueditor/dialogs/wordimage/
http://yyhs.net/ueditor/lang/en/	DirectoryList	目录浏览	Low	http://yyhs.net/ueditor/lang/en/
http://yyhs.net/ueditor/lang/zh-cn/	DirectoryList	目录浏览	Low	http://yyhs.net/ueditor/lang/zh-cn/
http://yyhs.net/ueditor/themes/default/	DirectoryList	目录浏览	Low	http://yyhs.net/ueditor/themes/default/
http://yyhs.net/ueditor/third-party/highcharts/adapters/	DirectoryList	目录浏览	Low	http://yyhs.net/ueditor/third-party/highcharts/adapters/
http://yyhs.net/ueditor/third-party/highcharts/modules/	DirectoryList	目录浏览	Low	http://yyhs.net/ueditor/third-party/highcharts/modules/
http://yyhs.net/ueditor/third-party/highcharts/themes/	DirectoryList	目录浏览	Low	http://yyhs.net/ueditor/third-party/highcharts/themes/
http://yyhs.net/ad/dl/images/	DirectoryList	目录浏览	Low	http://yyhs.net/ad/dl/images/
http://yyhs.net/upload_files/excel/	DirectoryList	目录浏览	Low	http://yyhs.net/upload_files/excel/
http://yyhs.net/upload_files/file/	DirectoryList	目录浏览	Low	http://yyhs.net/upload_files/file/
http://yyhs.net/upload_files/flash/	DirectoryList	目录浏览	Low	http://yyhs.net/upload_files/flash/
http://yyhs.net/upload_files/video/	DirectoryList	目录浏览	Low	http://yyhs.net/upload_files/video/
http://yyhs.net/index_photo/css/img/	DirectoryList	目录浏览	Low	http://yyhs.net/index_photo/css/img/
http://yyhs.net/js/jquery/ui/	DirectoryList	目录浏览	Low	http://yyhs.net/js/jquery/ui/
http://yyhs.net/yyhsadmin/Public/	DirectoryList	目录浏览	Low	http://yyhs.net/yyhsadmin/Public/
http://yyhs.net/yyhsadmin/assets/css/	DirectoryList	目录浏览	Low	http://yyhs.net/yyhsadmin/assets/css/
